word,Pos_x,wordCount_x,percent_of_total,Pos_y,wordavg,wordCount_y
tray,NOUN,1,0.14285714285714285,NOUN,0.14285714285714285,1
pillow,NOUN,1,0.5,NOUN,0.26785714285714285,7
travel,NOUN,1,0.5,NOUN,0.2916666666666667,2
display,NOUN,1,0.25,NOUN,0.08279280216351155,5
laptop,NOUN,1,0.25,NOUN,0.23750000000000002,5
monitor,NOUN,1,0.25,NOUN,0.225,2
portable,ADJ,1,0.25,ADJ,0.18471177944862155,7
stay,NOUN,1,0.3333333333333333,NOUN,0.3333333333333333,1
sure,ADJ,1,0.3333333333333333,ADJ,0.3333333333333333,1
user,NOUN,1,0.3333333333333333,NOUN,0.13707900244400323,28
mask,NOUN,1,1.0,NOUN,0.5833333333333334,2
app,NOUN,1,0.125,NOUN,0.1449074074074074,7
device,NOUN,1,0.125,NOUN,0.18681245337423827,23
mobile,ADJ,1,0.125,ADJ,0.11203703703703705,3
notification,NOUN,1,0.125,NOUN,0.13194444444444445,4
software,NOUN,1,0.125,NOUN,0.125,1
solution,NOUN,1,0.125,NOUN,0.125,1
unnecessary,ADJ,1,0.125,ADJ,0.125,1
user,NOUN,1,0.125,NOUN,0.13707900244400323,28
ambient,ADJ,1,0.1,ADJ,0.1,1
amount,NOUN,1,0.1,NOUN,0.1,2
commute,NOUN,1,0.1,NOUN,0.1,1
device,NOUN,1,0.1,NOUN,0.18681245337423827,23
environment,NOUN,1,0.1,NOUN,0.07724358974358975,4
focused,ADJ,1,0.1,ADJ,0.1,1
light,NOUN,1,0.1,NOUN,0.13343334297281664,19
relaxed,ADJ,1,0.1,ADJ,0.1,1
smartphone,NOUN,1,0.1,NOUN,0.053571428571428575,3
user,NOUN,1,0.1,NOUN,0.13707900244400323,28
